eid,cycle,firmware
79563,2013-2014,2.5.0
79564,2013-2014,2.5.0
79565,2013-2014,2.5.0
79566,2013-2014,2.3.0
79568,2013-2014,2.5.0
79570,2013-2014,2.5.0
79571,2013-2014,2.5.0
79572,2013-2014,2.5.0
79573,2013-2014,2.5.0
79574,2013-2014,2.5.0
79575,2013-2014,2.5.0
79576,2013-2014,2.5.0
79578,2013-2014,2.5.0
79581,2013-2014,2.5.0
79582,2013-2014,2.5.0
79583,2013-2014,2.3.0
79585,2013-2014,2.3.0
79586,2013-2014,2.5.0
79587,2013-2014,2.5.0
79588,2013-2014,2.5.0
79589,2013-2014,2.5.0
79590,2013-2014,2.3.0
79591,2013-2014,2.3.0
79594,2013-2014,2.5.0
79596,2013-2014,2.2.0
79597,2013-2014,2.5.0
79599,2013-2014,2.5.0
79601,2013-2014,2.5.0
79602,2013-2014,2.5.0
79603,2013-2014,2.5.0
79605,2013-2014,2.5.0
79606,2013-2014,2.5.0
79608,2013-2014,2.5.0
79609,2013-2014,2.5.0
79610,2013-2014,2.5.0
79612,2013-2014,2.5.0
79613,2013-2014,2.5.0
79615,2013-2014,2.5.0
79618,2013-2014,2.5.0
79619,2013-2014,2.5.0
79621,2013-2014,2.5.0
79622,2013-2014,2.5.0
79625,2013-2014,2.5.0
79626,2013-2014,2.5.0
79627,2013-2014,2.5.0
79628,2013-2014,2.5.0
79629,2013-2014,2.4.0
79630,2013-2014,2.5.0
79631,2013-2014,2.5.0
79632,2013-2014,2.5.0
79633,2013-2014,2.5.0
79634,2013-2014,2.5.0
79636,2013-2014,2.5.0
79638,2013-2014,2.5.0
79640,2013-2014,2.5.0
79641,2013-2014,2.5.0
79642,2013-2014,2.5.0
79644,2013-2014,2.5.0
79645,2013-2014,2.5.0
79646,2013-2014,2.5.0
79647,2013-2014,2.5.0
79648,2013-2014,2.5.0
79651,2013-2014,2.5.0
79653,2013-2014,2.3.0
79654,2013-2014,2.5.0
79655,2013-2014,2.5.0
79656,2013-2014,2.5.0
79657,2013-2014,2.5.0
79658,2013-2014,2.5.0
79659,2013-2014,2.5.0
79662,2013-2014,2.5.0
79663,2013-2014,2.5.0
79664,2013-2014,2.5.0
79668,2013-2014,2.5.0
79669,2013-2014,2.5.0
79671,2013-2014,2.5.0
79672,2013-2014,2.5.0
79674,2013-2014,2.5.0
79675,2013-2014,2.5.0
79676,2013-2014,2.3.0
79677,2013-2014,2.5.0
79678,2013-2014,2.5.0
79679,2013-2014,2.5.0
79683,2013-2014,2.5.0
79684,2013-2014,2.5.0
79685,2013-2014,2.5.0
79686,2013-2014,2.5.0
79687,2013-2014,2.5.0
79688,2013-2014,2.5.0
79689,2013-2014,2.5.0
79690,2013-2014,2.5.0
79691,2013-2014,2.5.0
79692,2013-2014,2.5.0
79693,2013-2014,2.3.0
79695,2013-2014,2.5.0
79696,2013-2014,2.5.0
79697,2013-2014,2.5.0
79699,2013-2014,2.5.0
79700,2013-2014,2.5.0
79701,2013-2014,2.5.0
79702,2013-2014,2.5.0
79704,2013-2014,2.5.0
79705,2013-2014,2.5.0
79706,2013-2014,2.3.0
79707,2013-2014,2.5.0
79708,2013-2014,2.5.0
79709,2013-2014,2.5.0
79710,2013-2014,2.5.0
79711,2013-2014,2.5.0
79713,2013-2014,2.5.0
79715,2013-2014,2.5.0
79716,2013-2014,2.5.0
79717,2013-2014,2.5.0
79718,2013-2014,2.5.0
79719,2013-2014,2.5.0
79720,2013-2014,2.5.0
79721,2013-2014,2.5.0
79724,2013-2014,2.5.0
79726,2013-2014,2.5.0
79728,2013-2014,2.5.0
79729,2013-2014,2.5.0
79730,2013-2014,2.5.0
79731,2013-2014,2.5.0
79733,2013-2014,2.5.0
79734,2013-2014,2.5.0
79735,2013-2014,2.5.0
79738,2013-2014,2.5.0
79739,2013-2014,2.5.0
79741,2013-2014,2.5.0
79742,2013-2014,2.5.0
79744,2013-2014,2.5.0
79745,2013-2014,2.5.0
79746,2013-2014,2.5.0
79748,2013-2014,2.5.0
79750,2013-2014,2.5.0
79751,2013-2014,2.5.0
79752,2013-2014,2.5.0
79753,2013-2014,2.5.0
79755,2013-2014,2.5.0
79757,2013-2014,2.5.0
79758,2013-2014,2.5.0
79760,2013-2014,2.5.0
79761,2013-2014,2.5.0
79764,2013-2014,2.5.0
79766,2013-2014,2.5.0
79767,2013-2014,2.5.0
79768,2013-2014,2.5.0
79769,2013-2014,2.5.0
79770,2013-2014,2.5.0
79771,2013-2014,2.5.0
79772,2013-2014,2.5.0
79773,2013-2014,2.5.0
79774,2013-2014,2.5.0
79776,2013-2014,2.5.0
79778,2013-2014,2.5.0
79780,2013-2014,2.3.0
79781,2013-2014,2.5.0
79782,2013-2014,2.5.0
79783,2013-2014,2.5.0
79784,2013-2014,2.5.0
79785,2013-2014,2.5.0
79786,2013-2014,2.5.0
79787,2013-2014,2.5.0
79788,2013-2014,2.5.0
79792,2013-2014,2.5.0
79793,2013-2014,2.5.0
79794,2013-2014,2.5.0
79795,2013-2014,2.5.0
79797,2013-2014,2.5.0
79798,2013-2014,2.5.0
79799,2013-2014,2.5.0
79800,2013-2014,2.5.0
79801,2013-2014,2.5.0
79802,2013-2014,2.5.0
79804,2013-2014,2.5.0
79805,2013-2014,2.5.0
79806,2013-2014,2.5.0
79807,2013-2014,2.5.0
79808,2013-2014,2.4.0
79809,2013-2014,2.3.0
79810,2013-2014,2.5.0
79811,2013-2014,2.5.0
79812,2013-2014,2.5.0
79813,2013-2014,2.5.0
79814,2013-2014,2.3.0
79815,2013-2014,2.5.0
79816,2013-2014,2.5.0
79817,2013-2014,2.5.0
79818,2013-2014,2.5.0
79819,2013-2014,2.5.0
79820,2013-2014,2.5.0
79821,2013-2014,2.5.0
79822,2013-2014,2.5.0
79823,2013-2014,2.5.0
79825,2013-2014,2.5.0
79826,2013-2014,2.5.0
79827,2013-2014,2.5.0
79829,2013-2014,2.5.0
79830,2013-2014,2.3.0
79832,2013-2014,2.5.0
79833,2013-2014,2.5.0
79834,2013-2014,2.3.0
79835,2013-2014,2.3.0
79837,2013-2014,2.5.0
79838,2013-2014,2.5.0
79840,2013-2014,2.5.0
79841,2013-2014,2.5.0
79843,2013-2014,2.5.0
79845,2013-2014,2.5.0
79846,2013-2014,2.5.0
79847,2013-2014,2.5.0
79848,2013-2014,2.5.0
79849,2013-2014,2.5.0
79850,2013-2014,2.3.0
79852,2013-2014,2.5.0
79853,2013-2014,2.5.0
79854,2013-2014,2.5.0
79855,2013-2014,2.5.0
79856,2013-2014,2.3.0
79858,2013-2014,2.5.0
79859,2013-2014,2.5.0
79860,2013-2014,2.3.0
79861,2013-2014,2.5.0
79862,2013-2014,2.5.0
79863,2013-2014,2.5.0
79864,2013-2014,2.5.0
79865,2013-2014,2.5.0
79866,2013-2014,2.5.0
79868,2013-2014,2.5.0
79870,2013-2014,2.5.0
79871,2013-2014,2.5.0
79873,2013-2014,2.5.0
79875,2013-2014,2.4.0
79876,2013-2014,2.5.0
79877,2013-2014,2.5.0
79878,2013-2014,2.5.0
79879,2013-2014,2.5.0
79881,2013-2014,2.5.0
79882,2013-2014,2.5.0
79883,2013-2014,2.5.0
79884,2013-2014,2.5.0
79885,2013-2014,2.5.0
79886,2013-2014,2.5.0
79887,2013-2014,2.5.0
79889,2013-2014,2.5.0
79890,2013-2014,2.3.0
79891,2013-2014,2.5.0
79892,2013-2014,2.5.0
79894,2013-2014,2.5.0
79895,2013-2014,2.5.0
79896,2013-2014,2.5.0
79897,2013-2014,2.3.0
79898,2013-2014,2.5.0
79899,2013-2014,2.5.0
79901,2013-2014,2.5.0
79902,2013-2014,2.5.0
79903,2013-2014,2.5.0
79904,2013-2014,2.5.0
79905,2013-2014,2.4.0
79906,2013-2014,2.5.0
79910,2013-2014,2.5.0
79911,2013-2014,2.5.0
79912,2013-2014,2.3.0
79913,2013-2014,2.5.0
79914,2013-2014,2.5.0
79915,2013-2014,2.5.0
79916,2013-2014,2.5.0
79917,2013-2014,2.5.0
79918,2013-2014,2.5.0
79920,2013-2014,2.3.0
79921,2013-2014,2.5.0
79922,2013-2014,2.5.0
79923,2013-2014,2.5.0
79924,2013-2014,2.3.0
79925,2013-2014,2.4.0
79926,2013-2014,2.5.0
79927,2013-2014,2.5.0
79928,2013-2014,2.5.0
79929,2013-2014,2.5.0
79930,2013-2014,2.5.0
79933,2013-2014,2.5.0
79934,2013-2014,2.5.0
79936,2013-2014,2.5.0
79938,2013-2014,2.5.0
79939,2013-2014,2.5.0
79940,2013-2014,2.5.0
79942,2013-2014,2.5.0
79943,2013-2014,2.5.0
79944,2013-2014,2.5.0
79948,2013-2014,2.5.0
79949,2013-2014,2.5.0
79950,2013-2014,2.5.0
79951,2013-2014,2.5.0
79952,2013-2014,2.5.0
79954,2013-2014,2.5.0
79955,2013-2014,2.5.0
79957,2013-2014,2.3.0
79958,2013-2014,2.5.0
79959,2013-2014,2.5.0
79960,2013-2014,2.5.0
79961,2013-2014,2.5.0
79962,2013-2014,2.5.0
79963,2013-2014,2.5.0
79964,2013-2014,2.5.0
79967,2013-2014,2.5.0
79968,2013-2014,2.5.0
79969,2013-2014,2.5.0
79970,2013-2014,2.3.0
79971,2013-2014,2.5.0
79972,2013-2014,2.5.0
79974,2013-2014,2.5.0
79977,2013-2014,2.5.0
79978,2013-2014,2.5.0
79979,2013-2014,2.3.0
79980,2013-2014,2.5.0
79982,2013-2014,2.5.0
79984,2013-2014,2.5.0
79985,2013-2014,2.5.0
79987,2013-2014,2.5.0
79988,2013-2014,2.4.0
79989,2013-2014,2.5.0
79990,2013-2014,2.5.0
79991,2013-2014,2.5.0
79992,2013-2014,2.5.0
79993,2013-2014,2.5.0
79994,2013-2014,2.5.0
79995,2013-2014,2.5.0
79996,2013-2014,2.5.0
79997,2013-2014,2.5.0
79998,2013-2014,2.5.0
79999,2013-2014,2.3.0
80000,2013-2014,2.3.0
80001,2013-2014,2.3.0
80002,2013-2014,2.5.0
80003,2013-2014,2.5.0
80004,2013-2014,2.5.0
80005,2013-2014,2.5.0
80006,2013-2014,2.5.0
80007,2013-2014,2.5.0
80008,2013-2014,2.5.0
80009,2013-2014,2.5.0
80010,2013-2014,2.5.0
80013,2013-2014,2.5.0
80014,2013-2014,2.5.0
80015,2013-2014,2.5.0
80016,2013-2014,2.5.0
80018,2013-2014,2.3.0
80019,2013-2014,2.3.0
80020,2013-2014,2.5.0
80021,2013-2014,2.5.0
80022,2013-2014,2.5.0
80025,2013-2014,2.5.0
80026,2013-2014,2.5.0
80027,2013-2014,2.5.0
80029,2013-2014,2.5.0
80030,2013-2014,2.5.0
80031,2013-2014,2.5.0
80032,2013-2014,2.5.0
80033,2013-2014,2.5.0
80034,2013-2014,2.5.0
80035,2013-2014,2.5.0
80036,2013-2014,2.5.0
80037,2013-2014,2.5.0
80038,2013-2014,2.5.0
80040,2013-2014,2.5.0
80041,2013-2014,2.5.0
80043,2013-2014,2.5.0
80044,2013-2014,2.5.0
80047,2013-2014,2.3.0
80049,2013-2014,2.3.0
80051,2013-2014,2.5.0
80053,2013-2014,2.5.0
80054,2013-2014,2.5.0
80055,2013-2014,2.5.0
80056,2013-2014,2.5.0
80057,2013-2014,2.5.0
80058,2013-2014,2.5.0
80059,2013-2014,2.5.0
80060,2013-2014,2.5.0
80061,2013-2014,2.5.0
80062,2013-2014,2.5.0
80063,2013-2014,2.5.0
80064,2013-2014,2.5.0
80066,2013-2014,2.3.0
80067,2013-2014,2.5.0
80068,2013-2014,2.5.0
80069,2013-2014,2.5.0
80072,2013-2014,2.5.0
80073,2013-2014,2.5.0
80074,2013-2014,2.5.0
80078,2013-2014,2.5.0
80079,2013-2014,2.5.0
80080,2013-2014,2.5.0
80082,2013-2014,2.5.0
80083,2013-2014,2.5.0
80084,2013-2014,2.5.0
80085,2013-2014,2.5.0
80088,2013-2014,2.5.0
80089,2013-2014,2.5.0
80091,2013-2014,2.5.0
80092,2013-2014,2.5.0
80093,2013-2014,2.4.0
80094,2013-2014,2.5.0
80095,2013-2014,2.5.0
80096,2013-2014,2.5.0
80097,2013-2014,2.5.0
80098,2013-2014,2.5.0
80099,2013-2014,2.5.0
80100,2013-2014,2.5.0
80101,2013-2014,2.5.0
80103,2013-2014,2.5.0
80104,2013-2014,2.5.0
80105,2013-2014,2.5.0
80106,2013-2014,2.5.0
80107,2013-2014,2.5.0
80109,2013-2014,2.5.0
80110,2013-2014,2.5.0
80111,2013-2014,2.5.0
80112,2013-2014,2.5.0
80114,2013-2014,2.5.0
80115,2013-2014,2.5.0
80118,2013-2014,2.5.0
80119,2013-2014,2.5.0
80120,2013-2014,2.5.0
80121,2013-2014,2.5.0
80122,2013-2014,2.5.0
80123,2013-2014,2.5.0
80124,2013-2014,2.5.0
80126,2013-2014,2.5.0
80128,2013-2014,2.5.0
80129,2013-2014,2.5.0
80130,2013-2014,2.5.0
80131,2013-2014,2.5.0
80132,2013-2014,2.5.0
80133,2013-2014,2.5.0
80134,2013-2014,2.5.0
80136,2013-2014,2.5.0
80138,2013-2014,2.5.0
80139,2013-2014,2.5.0
80140,2013-2014,2.5.0
80141,2013-2014,2.5.0
80144,2013-2014,2.5.0
80146,2013-2014,2.5.0
80148,2013-2014,2.5.0
80150,2013-2014,2.5.0
80151,2013-2014,2.5.0
80152,2013-2014,2.5.0
80153,2013-2014,2.5.0
80154,2013-2014,2.5.0
80156,2013-2014,2.3.0
80158,2013-2014,2.5.0
80159,2013-2014,2.5.0
80160,2013-2014,2.3.0
80161,2013-2014,2.5.0
80162,2013-2014,2.5.0
80164,2013-2014,2.5.0
80165,2013-2014,2.5.0
80166,2013-2014,2.5.0
80167,2013-2014,2.2.0
80168,2013-2014,2.5.0
80169,2013-2014,2.5.0
80170,2013-2014,2.5.0
80171,2013-2014,2.5.0
80174,2013-2014,2.5.0
80175,2013-2014,2.3.0
80176,2013-2014,2.5.0
80178,2013-2014,2.5.0
80179,2013-2014,2.5.0
80180,2013-2014,2.5.0
80181,2013-2014,2.5.0
80182,2013-2014,2.5.0
80183,2013-2014,2.5.0
80184,2013-2014,2.5.0
80185,2013-2014,2.5.0
80186,2013-2014,2.5.0
80188,2013-2014,2.5.0
80189,2013-2014,2.3.0
80190,2013-2014,2.3.0
80191,2013-2014,2.5.0
80193,2013-2014,2.5.0
80194,2013-2014,2.3.0
80196,2013-2014,2.5.0
80197,2013-2014,2.3.0
80198,2013-2014,2.5.0
80199,2013-2014,2.5.0
80200,2013-2014,2.5.0
80201,2013-2014,2.5.0
80202,2013-2014,2.5.0
80203,2013-2014,2.3.0
80204,2013-2014,2.5.0
80206,2013-2014,2.5.0
80207,2013-2014,2.5.0
80210,2013-2014,2.5.0
80211,2013-2014,2.5.0
80212,2013-2014,2.5.0
80214,2013-2014,2.5.0
80215,2013-2014,2.3.0
80216,2013-2014,2.5.0
80217,2013-2014,2.5.0
80218,2013-2014,2.5.0
80219,2013-2014,2.5.0
80220,2013-2014,2.5.0
80222,2013-2014,2.5.0
80223,2013-2014,2.5.0
80225,2013-2014,2.5.0
80226,2013-2014,2.5.0
80227,2013-2014,2.5.0
80228,2013-2014,2.5.0
80231,2013-2014,2.5.0
80232,2013-2014,2.5.0
80233,2013-2014,2.5.0
80234,2013-2014,2.5.0
80236,2013-2014,2.2.0
80237,2013-2014,2.5.0
80238,2013-2014,2.5.0
80239,2013-2014,2.5.0
80240,2013-2014,2.5.0
80241,2013-2014,2.5.0
80243,2013-2014,2.5.0
80244,2013-2014,2.5.0
80246,2013-2014,2.5.0
80249,2013-2014,2.5.0
80250,2013-2014,2.5.0
80251,2013-2014,2.5.0
80253,2013-2014,2.5.0
80257,2013-2014,2.5.0
80258,2013-2014,2.5.0
80259,2013-2014,2.3.0
80260,2013-2014,2.3.0
80261,2013-2014,2.5.0
80262,2013-2014,2.3.0
80263,2013-2014,2.5.0
80264,2013-2014,2.5.0
80265,2013-2014,2.3.0
80266,2013-2014,2.5.0
80267,2013-2014,2.5.0
80268,2013-2014,2.5.0
80269,2013-2014,2.3.0
80272,2013-2014,2.5.0
80273,2013-2014,2.3.0
80274,2013-2014,2.5.0
80275,2013-2014,2.3.0
80277,2013-2014,2.3.0
80278,2013-2014,2.3.0
80279,2013-2014,2.5.0
80280,2013-2014,2.3.0
80282,2013-2014,2.5.0
80283,2013-2014,2.5.0
80284,2013-2014,2.5.0
80285,2013-2014,2.3.0
80286,2013-2014,2.5.0
80287,2013-2014,2.5.0
80288,2013-2014,2.3.0
80289,2013-2014,2.5.0
80291,2013-2014,2.5.0
80292,2013-2014,2.5.0
80293,2013-2014,2.5.0
80295,2013-2014,2.5.0
80296,2013-2014,2.5.0
80297,2013-2014,2.5.0
80298,2013-2014,2.5.0
80299,2013-2014,2.5.0
80300,2013-2014,2.5.0
80301,2013-2014,2.5.0
80302,2013-2014,2.5.0
80303,2013-2014,2.5.0
80304,2013-2014,2.5.0
80305,2013-2014,2.5.0
80306,2013-2014,2.5.0
80307,2013-2014,2.4.0
80308,2013-2014,2.5.0
80309,2013-2014,2.5.0
80310,2013-2014,2.5.0
80311,2013-2014,2.5.0
80312,2013-2014,2.5.0
80314,2013-2014,2.5.0
80315,2013-2014,2.5.0
80316,2013-2014,2.5.0
80317,2013-2014,2.5.0
80320,2013-2014,2.3.0
80321,2013-2014,2.5.0
80322,2013-2014,2.5.0
80323,2013-2014,2.5.0
80325,2013-2014,2.5.0
80326,2013-2014,2.5.0
80327,2013-2014,2.5.0
80328,2013-2014,2.5.0
80329,2013-2014,2.5.0
80330,2013-2014,2.5.0
80331,2013-2014,2.5.0
80332,2013-2014,2.5.0
80333,2013-2014,2.5.0
80334,2013-2014,2.5.0
80335,2013-2014,2.5.0
80336,2013-2014,2.3.0
80337,2013-2014,2.5.0
80339,2013-2014,2.5.0
80340,2013-2014,2.5.0
80341,2013-2014,2.5.0
80344,2013-2014,2.5.0
80346,2013-2014,2.5.0
80347,2013-2014,2.5.0
80348,2013-2014,2.5.0
80349,2013-2014,2.5.0
80350,2013-2014,2.5.0
80351,2013-2014,2.5.0
80352,2013-2014,2.5.0
80353,2013-2014,2.5.0
80354,2013-2014,2.3.0
80355,2013-2014,2.5.0
80356,2013-2014,2.5.0
80357,2013-2014,2.5.0
80358,2013-2014,2.5.0
80360,2013-2014,2.5.0
80362,2013-2014,2.5.0
80363,2013-2014,2.5.0
80364,2013-2014,2.3.0
80365,2013-2014,2.5.0
80366,2013-2014,2.5.0
80367,2013-2014,2.5.0
80368,2013-2014,2.5.0
80369,2013-2014,2.5.0
80371,2013-2014,2.5.0
80372,2013-2014,2.5.0
80375,2013-2014,2.5.0
80376,2013-2014,2.5.0
80377,2013-2014,2.5.0
80379,2013-2014,2.5.0
80380,2013-2014,2.3.0
80381,2013-2014,2.5.0
80382,2013-2014,2.5.0
80384,2013-2014,2.5.0
80385,2013-2014,2.5.0
80387,2013-2014,2.5.0
80389,2013-2014,2.5.0
80392,2013-2014,2.3.0
80393,2013-2014,2.5.0
80395,2013-2014,2.5.0
80396,2013-2014,2.5.0
80397,2013-2014,2.5.0
80398,2013-2014,2.5.0
80401,2013-2014,2.5.0
80402,2013-2014,2.3.0
80403,2013-2014,2.5.0
80405,2013-2014,2.5.0
80406,2013-2014,2.5.0
80408,2013-2014,2.5.0
80409,2013-2014,2.5.0
80410,2013-2014,2.5.0
80412,2013-2014,2.4.0
80413,2013-2014,2.5.0
80414,2013-2014,2.5.0
80416,2013-2014,2.5.0
80419,2013-2014,2.5.0
80421,2013-2014,2.5.0
80423,2013-2014,2.5.0
80424,2013-2014,2.5.0
80425,2013-2014,2.5.0
80427,2013-2014,2.5.0
80428,2013-2014,2.5.0
80431,2013-2014,2.5.0
80433,2013-2014,2.5.0
80434,2013-2014,2.5.0
80435,2013-2014,2.5.0
80436,2013-2014,2.2.0
80437,2013-2014,2.5.0
80440,2013-2014,2.5.0
80441,2013-2014,2.5.0
80442,2013-2014,2.5.0
80443,2013-2014,2.5.0
80444,2013-2014,2.5.0
80445,2013-2014,2.5.0
80446,2013-2014,2.5.0
80447,2013-2014,2.5.0
80448,2013-2014,2.5.0
80449,2013-2014,2.5.0
80451,2013-2014,2.5.0
80453,2013-2014,2.5.0
80454,2013-2014,2.5.0
80456,2013-2014,2.5.0
80458,2013-2014,2.5.0
80459,2013-2014,2.5.0
80460,2013-2014,2.5.0
80461,2013-2014,2.5.0
80463,2013-2014,2.5.0
80465,2013-2014,2.5.0
80466,2013-2014,2.3.0
80468,2013-2014,2.5.0
80469,2013-2014,2.5.0
80470,2013-2014,2.3.0
80471,2013-2014,2.5.0
80472,2013-2014,2.5.0
80473,2013-2014,2.5.0
80474,2013-2014,2.5.0
80476,2013-2014,2.5.0
80477,2013-2014,2.5.0
80478,2013-2014,2.5.0
80479,2013-2014,2.5.0
80480,2013-2014,2.5.0
80481,2013-2014,2.3.0
80482,2013-2014,2.5.0
80484,2013-2014,2.5.0
80486,2013-2014,2.5.0
80487,2013-2014,2.3.0
80489,2013-2014,2.5.0
80490,2013-2014,2.5.0
80491,2013-2014,2.5.0
80492,2013-2014,2.5.0
80493,2013-2014,2.5.0
80496,2013-2014,2.5.0
80498,2013-2014,2.5.0
80499,2013-2014,2.5.0
80500,2013-2014,2.5.0
80501,2013-2014,2.5.0
80503,2013-2014,2.5.0
80504,2013-2014,2.5.0
80505,2013-2014,2.5.0
80506,2013-2014,2.3.0
80507,2013-2014,2.5.0
80508,2013-2014,2.5.0
80509,2013-2014,2.3.0
80510,2013-2014,2.5.0
80511,2013-2014,2.5.0
80512,2013-2014,2.5.0
80513,2013-2014,2.5.0
80516,2013-2014,2.3.0
80517,2013-2014,2.5.0
80518,2013-2014,2.5.0
80519,2013-2014,2.5.0
80520,2013-2014,2.5.0
80521,2013-2014,2.3.0
80522,2013-2014,2.5.0
80523,2013-2014,2.5.0
80524,2013-2014,2.5.0
80525,2013-2014,2.5.0
80526,2013-2014,2.5.0
80528,2013-2014,2.5.0
80530,2013-2014,2.5.0
80531,2013-2014,2.5.0
80533,2013-2014,2.5.0
80534,2013-2014,2.3.0
80535,2013-2014,2.5.0
80538,2013-2014,2.5.0
80539,2013-2014,2.5.0
80540,2013-2014,2.5.0
80541,2013-2014,2.5.0
80542,2013-2014,2.5.0
80543,2013-2014,2.5.0
80544,2013-2014,2.5.0
80545,2013-2014,2.5.0
80546,2013-2014,2.5.0
80547,2013-2014,2.3.0
80549,2013-2014,2.5.0
80550,2013-2014,2.5.0
80552,2013-2014,2.5.0
80553,2013-2014,2.5.0
80554,2013-2014,2.5.0
80555,2013-2014,2.5.0
80556,2013-2014,2.5.0
80559,2013-2014,2.5.0
80560,2013-2014,2.5.0
80561,2013-2014,2.5.0
80563,2013-2014,2.5.0
80564,2013-2014,2.5.0
80565,2013-2014,2.5.0
80566,2013-2014,2.5.0
80569,2013-2014,2.5.0
80570,2013-2014,2.5.0
80571,2013-2014,2.5.0
80573,2013-2014,2.5.0
80574,2013-2014,2.5.0
80578,2013-2014,2.5.0
80579,2013-2014,2.5.0
80581,2013-2014,2.4.0
80582,2013-2014,2.3.0
80583,2013-2014,2.5.0
80584,2013-2014,2.5.0
80585,2013-2014,2.5.0
80586,2013-2014,2.5.0
80587,2013-2014,2.5.0
80588,2013-2014,2.5.0
80589,2013-2014,2.5.0
80590,2013-2014,2.5.0
80591,2013-2014,2.5.0
80592,2013-2014,2.5.0
80593,2013-2014,2.5.0
80594,2013-2014,2.5.0
80595,2013-2014,2.5.0
80596,2013-2014,2.5.0
80597,2013-2014,2.5.0
80598,2013-2014,2.5.0
80599,2013-2014,2.5.0
80600,2013-2014,2.5.0
80601,2013-2014,2.5.0
80602,2013-2014,2.5.0
80603,2013-2014,2.5.0
80604,2013-2014,2.5.0
80607,2013-2014,2.5.0
80608,2013-2014,2.5.0
80611,2013-2014,2.5.0
80613,2013-2014,2.3.0
80616,2013-2014,2.5.0
80619,2013-2014,2.5.0
80620,2013-2014,2.5.0
80622,2013-2014,2.5.0
80623,2013-2014,2.5.0
80624,2013-2014,2.5.0
80627,2013-2014,2.5.0
80628,2013-2014,2.5.0
80629,2013-2014,2.5.0
80631,2013-2014,2.5.0
80632,2013-2014,2.5.0
80633,2013-2014,2.5.0
80634,2013-2014,2.5.0
80635,2013-2014,2.5.0
80636,2013-2014,2.5.0
80637,2013-2014,2.5.0
80639,2013-2014,2.5.0
80640,2013-2014,2.5.0
80641,2013-2014,2.5.0
80642,2013-2014,2.5.0
80643,2013-2014,2.5.0
80645,2013-2014,2.5.0
80646,2013-2014,2.5.0
80647,2013-2014,2.5.0
80648,2013-2014,2.3.0
80649,2013-2014,2.5.0
80650,2013-2014,2.5.0
80651,2013-2014,2.5.0
80652,2013-2014,2.5.0
80653,2013-2014,2.3.0
80654,2013-2014,2.5.0
80656,2013-2014,2.5.0
80657,2013-2014,2.3.0
80658,2013-2014,2.5.0
80659,2013-2014,2.5.0
80660,2013-2014,2.5.0
80661,2013-2014,2.5.0
80662,2013-2014,2.5.0
80663,2013-2014,2.5.0
80665,2013-2014,2.3.0
80666,2013-2014,2.5.0
80667,2013-2014,2.5.0
80668,2013-2014,2.5.0
80671,2013-2014,2.5.0
80675,2013-2014,2.5.0
80676,2013-2014,2.5.0
80677,2013-2014,2.5.0
80679,2013-2014,2.5.0
80680,2013-2014,2.3.0
80681,2013-2014,2.5.0
80682,2013-2014,2.5.0
80683,2013-2014,2.3.0
80684,2013-2014,2.5.0
80685,2013-2014,2.5.0
80686,2013-2014,2.5.0
80687,2013-2014,2.5.0
80688,2013-2014,2.5.0
80689,2013-2014,2.5.0
80690,2013-2014,2.5.0
80691,2013-2014,2.5.0
80692,2013-2014,2.5.0
80693,2013-2014,2.5.0
80694,2013-2014,2.3.0
80695,2013-2014,2.5.0
80696,2013-2014,2.5.0
80698,2013-2014,2.5.0
80699,2013-2014,2.5.0
80700,2013-2014,2.5.0
80701,2013-2014,2.4.0
80702,2013-2014,2.5.0
80703,2013-2014,2.5.0
80704,2013-2014,2.5.0
80705,2013-2014,2.5.0
80707,2013-2014,2.5.0
80708,2013-2014,2.5.0
80710,2013-2014,2.5.0
80711,2013-2014,2.3.0
80712,2013-2014,2.5.0
80713,2013-2014,2.5.0
80714,2013-2014,2.5.0
80715,2013-2014,2.5.0
80717,2013-2014,2.5.0
80718,2013-2014,2.5.0
80720,2013-2014,2.5.0
80721,2013-2014,2.5.0
80722,2013-2014,2.5.0
80723,2013-2014,2.5.0
80726,2013-2014,2.5.0
80727,2013-2014,2.5.0
80729,2013-2014,2.5.0
80730,2013-2014,2.5.0
80731,2013-2014,2.5.0
80733,2013-2014,2.5.0
80734,2013-2014,2.5.0
80735,2013-2014,2.5.0
80736,2013-2014,2.5.0
80737,2013-2014,2.5.0
80738,2013-2014,2.5.0
80739,2013-2014,2.5.0
80740,2013-2014,2.5.0
80742,2013-2014,2.5.0
80743,2013-2014,2.3.0
80745,2013-2014,2.5.0
80749,2013-2014,2.5.0
80750,2013-2014,2.5.0
80751,2013-2014,2.3.0
80752,2013-2014,2.5.0
80753,2013-2014,2.5.0
80754,2013-2014,2.5.0
80755,2013-2014,2.5.0
80756,2013-2014,2.5.0
80757,2013-2014,2.5.0
80758,2013-2014,2.5.0
80760,2013-2014,2.5.0
80761,2013-2014,2.5.0
80762,2013-2014,2.5.0
80763,2013-2014,2.5.0
80764,2013-2014,2.5.0
80765,2013-2014,2.2.0
80766,2013-2014,2.5.0
80767,2013-2014,2.5.0
80768,2013-2014,2.5.0
80769,2013-2014,2.2.0
80770,2013-2014,2.5.0
80771,2013-2014,2.5.0
80772,2013-2014,2.5.0
80773,2013-2014,2.5.0
80774,2013-2014,2.3.0
80775,2013-2014,2.5.0
80778,2013-2014,2.5.0
80779,2013-2014,2.5.0
